"Gene","Module"
"ORC2","turquoise"
"ORC3","turquoise"
"ORC4","turquoise"
"ORC5","turquoise"
"ORC6","turquoise"
"ORMDL1","turquoise"
"ORMDL2","turquoise"
"ORMDL3","blue"
"OS9","turquoise"
"OSBP","turquoise"
"OSBP2","blue"
"OSBPL10","turquoise"
"OSBPL11","turquoise"
"OSBPL1A","turquoise"
"OSBPL2","turquoise"
"OSBPL3","turquoise"
"OSBPL5","blue"
"OSBPL6","grey"
"OSBPL7","blue"
"OSBPL8","turquoise"
"OSBPL9","turquoise"
"OSCAR","grey"
"OSCP1","turquoise"
"OSER1","turquoise"
"OSGEP","turquoise"
"OSGEPL1","turquoise"
"OSGIN1","blue"
"OSGIN2","turquoise"
"OSMR","grey"
"OSR1","grey"
"OSR2","grey"
"OST4","turquoise"
"OSTC","turquoise"
"OSTF1","turquoise"
"OSTM1","turquoise"
"OTOGL","grey"
"OTUB1","blue"
"OTUB2","turquoise"
"OTUD1","turquoise"
"OTUD3","turquoise"
"OTUD4","turquoise"
"OTUD5","turquoise"
"OTUD6B","turquoise"
"OTUD7A","grey"
"OTUD7B","turquoise"
"OTULIN","turquoise"
"OTX1","grey"
"OVCA2","red"
"OVCH2","yellow"
"OVGP1","grey"
"OVOL1","grey"
"OVOL2","brown"
"OXA1L","turquoise"
"OXCT1","turquoise"
"OXCT2","blue"
"OXER1","grey"
"OXGR1","brown"
"OXLD1","blue"
"OXNAD1","turquoise"
"OXR1","turquoise"
"OXSM","turquoise"
"OXSR1","turquoise"
"OXTR","grey"
"P2RX3","grey"
"P2RX4","blue"
"P2RX5-TAX1BP3","turquoise"
"P2RX6","blue"
"P2RX7","grey"
"P2RY1","grey"
"P2RY11","blue"
"P2RY2","grey"
"P2RY6","grey"
"P4HA1","turquoise"
"P4HA2","turquoise"
"P4HA3","grey"
"P4HB","blue"
"P4HTM","blue"
"PA2G4","turquoise"
"PAAF1","turquoise"
"PABPC1","turquoise"
"PABPC1L","turquoise"
"PABPC4","turquoise"
"PABPC4L","grey"
"PABPN1","turquoise"
"PACRG","grey"
"PACRGL","turquoise"
"PACS1","blue"
"PACS2","blue"
"PACSIN1","blue"
"PACSIN2","turquoise"
"PACSIN3","blue"
"PADI1","blue"
"PADI2","grey"
"PADI3","yellow"
"PAF1","turquoise"
"PAFAH1B1","turquoise"
"PAFAH1B2","turquoise"
"PAFAH1B3","blue"
"PAFAH2","turquoise"
"PAG1","turquoise"
"PAGR1","blue"
"PAICS","turquoise"
"PAIP1","turquoise"
"PAIP2","turquoise"
"PAIP2B","turquoise"
"PAK1","turquoise"
"PAK1IP1","turquoise"
"PAK2","turquoise"
"PAK4","blue"
"PAK6","blue"
"PALB2","turquoise"
"PALLD","turquoise"
"PALM","blue"
"PALM3","grey"
"PALMD","red"
"PAM","turquoise"
"PAM16","blue"
"PAMR1","grey"
"PAN2","turquoise"
"PAN3","turquoise"
"PANK1","turquoise"
"PANK2","turquoise"
"PANK3","turquoise"
"PANK4","blue"
"PANX1","turquoise"
"PANX2","blue"
"PAOX","blue"
"PAPLN","turquoise"
"PAPOLA","turquoise"
"PAPOLG","turquoise"
"PAPPA","grey"
"PAPPA2","grey"
"PAPSS1","turquoise"
"PAPSS2","turquoise"
"PAQR3","turquoise"
"PAQR4","blue"
"PAQR5","turquoise"
"PAQR6","blue"
"PAQR7","blue"
"PAQR8","turquoise"
"PARD3","turquoise"
"PARD3B","turquoise"
"PARD6A","blue"
"PARD6B","turquoise"
"PARD6G","turquoise"
"PARG","turquoise"
"PARK7","turquoise"
"PARL","turquoise"
"PARM1","grey"
"PARN","turquoise"
"PARP1","turquoise"
"PARP10","blue"
"PARP11","turquoise"
"PARP12","turquoise"
"PARP14","turquoise"
"PARP15","grey"
"PARP16","turquoise"
"PARP2","turquoise"
"PARP3","blue"
"PARP4","turquoise"
"PARP6","turquoise"
"PARP8","turquoise"
"PARP9","grey"
"PARPBP","turquoise"
"PARS2","turquoise"
"PARVA","turquoise"
"PARVB","blue"
"PASK","blue"
"PATL1","turquoise"
"PATL2","grey"
"PATZ1","turquoise"
"PAWR","turquoise"
"PAX6","grey"
"PAX7","grey"
"PAX8","grey"
"PAX9","yellow"
"PAXBP1","turquoise"
"PAXIP1","turquoise"
"PBDC1","turquoise"
"PBLD","grey"
"PBRM1","turquoise"
"PBX1","turquoise"
"PBX2","turquoise"
"PBX3","turquoise"
"PBX4","blue"
"PBXIP1","blue"
"PC","blue"
"PCBD1","turquoise"
"PCBD2","turquoise"
"PCBP1","turquoise"
"PCBP2","turquoise"
"PCBP4","blue"
"PCCA","turquoise"
"PCCB","turquoise"
"PCDH1","blue"
"PCDH12","grey"
"PCDH17","yellow"
"PCDH18","grey"
"PCDH19","grey"
"PCDH20","brown"
"PCDH7","turquoise"
"PCDH9","grey"
"PCDHA10","yellow"
"PCDHA11","yellow"
"PCDHA12","green"
"PCDHA13","yellow"
"PCDHA3","yellow"
"PCDHA4","grey"
"PCDHA6","yellow"
"PCDHA7","grey"
"PCDHAC1","green"
"PCDHAC2","green"
"PCDHB1","brown"
"PCDHB10","grey"
"PCDHB11","grey"
"PCDHB12","grey"
"PCDHB13","turquoise"
"PCDHB14","turquoise"
"PCDHB15","grey"
"PCDHB16","grey"
"PCDHB2","red"
"PCDHB3","yellow"
"PCDHB4","grey"
"PCDHB5","grey"
"PCDHB6","yellow"
"PCDHB7","yellow"
"PCDHB8","grey"
"PCDHB9","grey"
"PCDHGA1","grey"
"PCDHGA10","turquoise"
"PCDHGA11","grey"
"PCDHGA12","grey"
"PCDHGA2","grey"
"PCDHGA3","grey"
"PCDHGA4","grey"
"PCDHGA5","grey"
"PCDHGA6","grey"
"PCDHGA7","green"
"PCDHGA8","grey"
"PCDHGA9","grey"
"PCDHGB1","grey"
"PCDHGB2","grey"
"PCDHGB3","grey"
"PCDHGB4","red"
"PCDHGB5","turquoise"
"PCDHGB6","grey"
"PCDHGB7","grey"
"PCDHGC3","red"
"PCDHGC4","yellow"
"PCDHGC5","grey"
"PCED1A","blue"
"PCED1B","blue"
"PCF11","turquoise"
"PCGF1","turquoise"
"PCGF2","blue"
"PCGF3","turquoise"
"PCGF5","turquoise"
"PCGF6","turquoise"
"PCID2","turquoise"
"PCIF1","blue"
"PCK2","blue"
"PCLO","grey"
"PCM1","turquoise"
"PCMT1","turquoise"
"PCMTD1","turquoise"
"PCMTD2","turquoise"
"PCNA","turquoise"
"PCNP","turquoise"
"PCNT","turquoise"
"PCOLCE","blue"
"PCP2","blue"
"PCP4L1","grey"
"PCSK1N","blue"
"PCSK4","blue"
"PCSK5","grey"
"PCSK6","blue"
"PCSK7","turquoise"
"PCSK9","grey"
"PCTP","turquoise"
"PCYOX1","turquoise"
"PCYOX1L","turquoise"
"PCYT1A","turquoise"
"PCYT1B","grey"
"PCYT2","blue"
"PDAP1","blue"
"PDCD10","turquoise"
"PDCD11","turquoise"
"PDCD2","turquoise"
"PDCD2L","turquoise"
"PDCD4","turquoise"
"PDCD5","turquoise"
"PDCD6","turquoise"
"PDCD6IP","turquoise"
"PDCD7","turquoise"
"PDCL","turquoise"
"PDCL3","turquoise"
"PDE10A","grey"
"PDE11A","grey"
"PDE12","turquoise"
"PDE1A","grey"
"PDE1C","grey"
"PDE3B","grey"
"PDE4A","blue"
"PDE4C","grey"
"PDE4D","turquoise"
"PDE4DIP","turquoise"
"PDE5A","grey"
"PDE6A","grey"
"PDE6B","grey"
"PDE6D","turquoise"
"PDE7A","turquoise"
"PDE7B","red"
"PDE8A","turquoise"
"PDE8B","turquoise"
"PDE9A","grey"
"PDF","blue"
"PDGFA","blue"
"PDGFB","grey"
"PDGFC","grey"
"PDGFD","red"
"PDGFRA","grey"
"PDGFRL","turquoise"
"PDHA1","turquoise"
"PDHB","turquoise"
"PDHX","turquoise"
"PDIA3","turquoise"
"PDIA4","turquoise"
"PDIA5","turquoise"
"PDIA6","turquoise"
"PDIK1L","turquoise"
"PDK1","turquoise"
"PDK2","blue"
"PDK3","turquoise"
"PDK4","grey"
"PDLIM1","turquoise"
"PDLIM2","blue"
"PDLIM4","blue"
"PDLIM5","turquoise"
"PDLIM7","blue"
"PDP1","turquoise"
"PDP2","turquoise"
"PDPK1","turquoise"
"PDPN","green"
"PDPR","turquoise"
"PDRG1","blue"
"PDS5A","turquoise"
"PDS5B","turquoise"
"PDSS1","turquoise"
"PDSS2","turquoise"
"PDXDC1","turquoise"
"PDXK","blue"
"PDXP","blue"
"PDZD11","turquoise"
"PDZD2","turquoise"
"PDZD4","grey"
"PDZD7","blue"
"PDZD8","turquoise"
"PDZK1","turquoise"
"PDZK1IP1","grey"
"PDZRN3","yellow"
"PEA15","turquoise"
"PEAK1","turquoise"
"PEAR1","blue"
"PEBP1","turquoise"
"PECAM1","grey"
"PECR","turquoise"
"PEF1","turquoise"
"PEG10","turquoise"
"PEG3","yellow"
"PELI1","turquoise"
"PELI2","grey"
"PELI3","blue"
"PELO","turquoise"
"PELP1","blue"
"PEMT","blue"
"PEPD","blue"
"PER1","blue"
"PER2","turquoise"
"PER3","turquoise"
"PERM1","blue"
"PERP","turquoise"
"PES1","blue"
"PET100","turquoise"
"PET117","turquoise"
"PEX1","turquoise"
"PEX10","blue"
"PEX11A","turquoise"
"PEX11B","turquoise"
"PEX11G","blue"
"PEX12","turquoise"
"PEX13","turquoise"
"PEX14","blue"
"PEX16","blue"
"PEX19","turquoise"
"PEX2","turquoise"
"PEX26","turquoise"
"PEX3","turquoise"
"PEX5","turquoise"
"PEX5L","grey"
"PEX6","blue"
"PEX7","turquoise"
"PF4V1","brown"
"PFAS","blue"
"PFDN1","turquoise"
"PFDN2","turquoise"
"PFDN4","turquoise"
"PFDN5","turquoise"
"PFDN6","black"
"PFKFB1","grey"
"PFKFB2","turquoise"
"PFKFB3","grey"
"PFKFB4","grey"
"PFKL","blue"
"PFKM","turquoise"
"PFKP","blue"
"PFN1","blue"
"PFN2","turquoise"
"PFN4","turquoise"
"PGAM1","turquoise"
"PGAM2","grey"
"PGAM5","blue"
"PGAP1","turquoise"
"PGAP2","turquoise"
"PGAP3","blue"
"PGBD1","turquoise"
"PGBD2","turquoise"
"PGBD4","turquoise"
"PGBD5","grey"
"PGD","blue"
"PGF","grey"
"PGGT1B","turquoise"
"PGK1","turquoise"
"PGLS","blue"
"PGLYRP3","brown"
"PGLYRP4","brown"
"PGM1","turquoise"
"PGM2","turquoise"
"PGM2L1","turquoise"
"PGM3","turquoise"
"PGP","blue"
"PGPEP1","blue"
"PGRMC1","turquoise"
"PGRMC2","turquoise"
"PGS1","blue"
"PHACTR1","blue"
"PHACTR2","turquoise"
"PHACTR3","green"
"PHACTR4","turquoise"
"PHAX","turquoise"
"PHB2","turquoise"
"PHC1","turquoise"
"PHC2","blue"
"PHC3","turquoise"
"PHEX","turquoise"
"PHF1","blue"
"PHF10","turquoise"
"PHF11","grey"
"PHF12","turquoise"
"PHF13","turquoise"
"PHF14","turquoise"
"PHF19","blue"
"PHF2","blue"
"PHF20","turquoise"
"PHF20L1","turquoise"
"PHF21A","turquoise"
"PHF23","blue"
"PHF3","turquoise"
"PHF5A","turquoise"
"PHF6","turquoise"
"PHF7","turquoise"
"PHF8","turquoise"
"PHGDH","blue"
"PHIP","turquoise"
"PHKA1","turquoise"
"PHKA2","turquoise"
"PHKB","turquoise"
"PHKG1","blue"
"PHKG2","blue"
"PHLDA1","grey"
"PHLDA2","grey"
"PHLDA3","blue"
"PHLDB1","blue"
"PHLDB2","grey"
"PHLDB3","blue"
"PHLPP1","turquoise"
"PHLPP2","turquoise"
"PHOSPHO2","turquoise"
"PHPT1","blue"
"PHRF1","blue"
"PHTF1","turquoise"
"PHTF2","turquoise"
"PHYH","turquoise"
"PHYHD1","blue"
"PHYHIP","blue"
"PHYHIPL","grey"
"PHYKPL","blue"
"PI16","grey"
"PI3","brown"
"PI4K2A","turquoise"
"PI4K2B","turquoise"
"PI4KA","blue"
"PI4KB","turquoise"
"PIANP","blue"
"PIAS1","turquoise"
"PIAS2","turquoise"
"PIAS3","turquoise"
"PIAS4","blue"
"PIBF1","turquoise"
"PICALM","turquoise"
"PICK1","blue"
"PID1","turquoise"
"PIDD1","blue"
"PIEZO1","blue"
"PIEZO2","grey"
"PIF1","blue"
"PIGA","turquoise"
"PIGB","turquoise"
"PIGC","turquoise"
"PIGF","turquoise"
"PIGG","turquoise"
"PIGH","turquoise"
"PIGK","turquoise"
"PIGL","turquoise"
"PIGM","turquoise"
"PIGN","turquoise"
"PIGO","turquoise"
"PIGP","turquoise"
"PIGQ","blue"
"PIGR","grey"
"PIGS","blue"
"PIGT","blue"
"PIGU","turquoise"
"PIGV","turquoise"
"PIGW","turquoise"
"PIGX","turquoise"
"PIGY","brown"
"PIGZ","blue"
"PIH1D1","blue"
"PIH1D2","turquoise"
"PIK3AP1","grey"
"PIK3C2A","turquoise"
"PIK3C2B","turquoise"
"PIK3C2G","brown"
"PIK3C3","turquoise"
"PIK3CA","turquoise"
"PIK3CB","turquoise"
"PIK3CD","blue"
"PIK3IP1","blue"
"PIK3R1","turquoise"
"PIK3R2","red"
"PIK3R3","turquoise"
"PIK3R4","turquoise"
"PIK3R5","green"
"PIKFYVE","turquoise"
"PILRA","grey"
"PILRB","blue"
"PIM1","grey"
"PIM2","turquoise"
"PIM3","blue"
"PIN1","blue"
"PIN4","turquoise"
"PINK1","blue"
"PINLYP","grey"
"PINX1","turquoise"
"PIP","brown"
"PIP4K2A","turquoise"
"PIP4K2B","turquoise"
"PIP4K2C","turquoise"
"PIP5K1A","turquoise"
"PIP5K1B","grey"
"PIP5K1C","blue"
"PIP5KL1","blue"
"PIPOX","grey"
"PIR","turquoise"
"PISD","blue"
"PITHD1","turquoise"
"PITPNA","turquoise"
"PITPNB","turquoise"
"PITPNC1","turquoise"
"PITPNM1","blue"
"PITPNM2","blue"
"PITPNM3","blue"
"PITRM1","turquoise"
"PITX1","yellow"
"PIWIL2","grey"
"PIWIL4","grey"
"PJA1","turquoise"
"PJA2","turquoise"
"PKD1","blue"
"PKD1L1","turquoise"
"PKD1L3","grey"
"PKD2","turquoise"
"PKD2L1","grey"
"PKD2L2","grey"
"PKDCC","blue"
"PKDREJ","turquoise"
"PKIA","grey"
"PKIB","grey"
"PKIG","blue"
"PKLR","grey"
"PKM","blue"
"PKMYT1","blue"
"PKN1","blue"
"PKN2","turquoise"
"PKN3","blue"
"PKNOX1","turquoise"
"PKP1","grey"
"PKP2","grey"
"PKP3","blue"
"PKP4","turquoise"
"PLA1A","grey"
"PLA2G10","grey"
"PLA2G12A","turquoise"
"PLA2G15","blue"
"PLA2G2C","brown"
"PLA2G3","grey"
"PLA2G4A","grey"
"PLA2G4B","green"
"PLA2G4C","turquoise"
"PLA2G4E","grey"
"PLA2G4F","grey"
"PLA2G6","blue"
"PLA2R1","turquoise"
"PLAA","turquoise"
"PLAC8","grey"
"PLAC9","grey"
"PLAG1","grey"
"PLAGL1","grey"
"PLAGL2","turquoise"
"PLAT","grey"
"PLAU","grey"
"PLAUR","blue"
"PLB1","blue"
"PLBD1","grey"
"PLBD2","turquoise"
"PLCB1","green"
"PLCB2","grey"
"PLCB3","blue"
"PLCB4","grey"
"PLCD1","blue"
"PLCD3","blue"
"PLCD4","yellow"
"PLCE1","turquoise"
"PLCG1","blue"
"PLCG2","grey"
"PLCH1","grey"
"PLCH2","grey"
"PLCL1","grey"
"PLCL2","grey"
"PLCXD1","black"
"PLCXD2","grey"
"PLD1","turquoise"
"PLD2","blue"
"PLD3","blue"
"PLD4","blue"
"PLD6","turquoise"
"PLEC","blue"
"PLEK","grey"
"PLEK2","grey"
"PLEKHA1","turquoise"
"PLEKHA2","turquoise"
"PLEKHA3","turquoise"
"PLEKHA4","grey"
"PLEKHA5","turquoise"
"PLEKHA6","blue"
"PLEKHA7","grey"
"PLEKHA8","turquoise"
"PLEKHB1","grey"
"PLEKHB2","turquoise"
"PLEKHD1","grey"
"PLEKHF1","blue"
"PLEKHF2","turquoise"
"PLEKHG1","grey"
"PLEKHG2","blue"
"PLEKHG3","blue"
"PLEKHG4","blue"
"PLEKHG4B","grey"
"PLEKHG5","blue"
"PLEKHG6","blue"
"PLEKHG7","yellow"
"PLEKHH1","turquoise"
"PLEKHH2","grey"
"PLEKHH3","blue"
"PLEKHJ1","blue"
"PLEKHM1","blue"
"PLEKHM2","blue"
"PLEKHM3","turquoise"
"PLEKHN1","yellow"
"PLEKHO1","blue"
"PLEKHO2","blue"
"PLEKHS1","grey"
"PLG","grey"
"PLGLB1","grey"
"PLGLB2","grey"
"PLGRKT","turquoise"
"PLIN1","grey"
"PLIN2","grey"
"PLIN3","grey"
"PLIN4","blue"
"PLIN5","grey"
"PLK1","blue"
"PLK2","turquoise"
"PLK3","blue"
"PLK4","turquoise"
"PLLP","grey"
"PLOD1","blue"
"PLOD2","turquoise"
"PLOD3","blue"
"PLP2","grey"
"PLRG1","turquoise"
"PLS1","turquoise"
"PLS3","turquoise"
"PLSCR1","turquoise"
"PLSCR2","grey"
"PLSCR3","grey"
"PLSCR4","turquoise"
"PLTP","blue"
"PLXDC1","grey"
"PLXDC2","grey"
"PLXNA1","blue"
"PLXNA2","turquoise"
"PLXNA3","blue"
"PLXNB1","blue"
"PLXNB2","blue"
"PLXNB3","blue"
"PLXNC1","turquoise"
"PLXND1","blue"
"PM20D2","turquoise"
"PMAIP1","turquoise"
"PMEL","grey"
"PMEPA1","grey"
"PMF1","blue"
"PMF1-BGLAP","grey"
"PMFBP1","grey"
"PML","blue"
"PMM1","blue"
"PMM2","turquoise"
"PMPCA","blue"
"PMPCB","turquoise"
"PMS1","turquoise"
"PMS2","turquoise"
"PMVK","blue"
"PNCK","blue"
"PNISR","turquoise"
"PNKD","blue"
"PNKP","blue"
"PNLDC1","grey"
"PNLIPRP3","brown"
"PNMA1","turquoise"
"PNMA3","grey"
"PNMA6A","yellow"
"PNN","turquoise"
"PNO1","turquoise"
"PNP","turquoise"
"PNPLA2","blue"
"PNPLA3","turquoise"
"PNPLA4","turquoise"
"PNPLA6","blue"
"PNPLA7","blue"
"PNPLA8","turquoise"
"PNPO","turquoise"
"PNPT1","turquoise"
"PNRC1","turquoise"
"PNRC2","turquoise"
"POC1A","grey"
"POC1B","turquoise"
"POC1B-GALNT4","grey"
"POC5","turquoise"
"PODNL1","blue"
"PODXL","turquoise"
"PODXL2","blue"
"POF1B","brown"
"POFUT1","turquoise"
"POFUT2","blue"
"POGK","turquoise"
"POGLUT1","turquoise"
"POGZ","turquoise"
"POLA1","turquoise"
"POLA2","turquoise"
"POLB","turquoise"
"POLD1","blue"
"POLD2","blue"
"POLD3","turquoise"
"POLD4","blue"
"POLDIP2","turquoise"
"POLDIP3","blue"
"POLE","blue"
"POLE2","turquoise"
"POLE3","turquoise"
"POLE4","turquoise"
"POLG","blue"
"POLG2","turquoise"
"POLH","turquoise"
"POLI","turquoise"
"POLK","turquoise"
"POLL","blue"
"POLM","blue"
"POLN","turquoise"
"POLQ","turquoise"
"POLR1A","turquoise"
"POLR1B","turquoise"
"POLR1C","turquoise"
"POLR1D","turquoise"
"POLR1E","turquoise"
"POLR2A","blue"
"POLR2B","turquoise"
"POLR2C","turquoise"
"POLR2D","turquoise"
"POLR2E","blue"
"POLR2F","blue"
"POLR2G","turquoise"
"POLR2H","turquoise"
"POLR2I","blue"
"POLR2J","blue"
"POLR2J2","turquoise"
"POLR2K","turquoise"
"POLR2L","blue"
"POLR2M","turquoise"
"POLR3A","turquoise"
"POLR3B","turquoise"
"POLR3C","turquoise"
"POLR3D","turquoise"
"POLR3E","turquoise"
"POLR3F","turquoise"
"POLR3G","turquoise"
"POLR3GL","turquoise"
"POLR3H","blue"
"POLR3K","turquoise"
"POLRMT","blue"
"POM121","blue"
"POM121C","blue"
"POMGNT1","blue"
"POMGNT2","blue"
"POMK","turquoise"
"POMP","turquoise"
"POMT1","blue"
"POMT2","turquoise"
"POMZP3","turquoise"
"PON2","turquoise"
"PON3","grey"
"POP1","turquoise"
"POP4","turquoise"
"POP5","turquoise"
"POP7","blue"
"POPDC2","grey"
"POR","blue"
"PORCN","blue"
"POSTN","grey"
"POT1","turquoise"
"POTEI","grey"
"POU2AF1","brown"
"POU2F1","turquoise"
"POU2F2","grey"
"POU2F3","grey"
"POU3F1","brown"
"POU5F1","brown"
"POU5F1B","grey"
"POU6F1","blue"
"POU6F2","yellow"
"PP2D1","yellow"
"PPA1","turquoise"
"PPA2","turquoise"
"PPAN","blue"
"PPAN-P2RY11","brown"
"PPARA","turquoise"
"PPARD","blue"
"PPARG","turquoise"
"PPARGC1A","grey"
"PPARGC1B","turquoise"
"PPAT","turquoise"
"PPCDC","blue"
"PPCS","turquoise"
"PPDPF","blue"
"PPFIA1","turquoise"
"PPFIA3","blue"
"PPFIA4","blue"
"PPFIBP1","turquoise"
"PPFIBP2","blue"
"PPHLN1","turquoise"
"PPIA","turquoise"
"PPIB","blue"
"PPIC","turquoise"
"PPID","turquoise"
"PPIE","turquoise"
"PPIF","turquoise"
"PPIG","turquoise"
"PPIH","turquoise"
"PPIL1","turquoise"
"PPIL2","blue"
"PPIL3","turquoise"
"PPIL4","turquoise"
"PPIL6","turquoise"
"PPIP5K1","turquoise"
"PPIP5K2","turquoise"
"PPL","blue"
"PPM1A","turquoise"
"PPM1B","turquoise"
"PPM1D","turquoise"
"PPM1E","red"
"PPM1F","blue"
"PPM1G","turquoise"
"PPM1H","grey"
"PPM1J","blue"
"PPM1K","turquoise"
"PPM1L","grey"
"PPM1M","blue"
"PPM1N","blue"
"PPME1","turquoise"
"PPOX","blue"
"PPP1CA","blue"
"PPP1CB","turquoise"
"PPP1CC","turquoise"
"PPP1R10","grey"
"PPP1R11","black"
"PPP1R12A","turquoise"
"PPP1R12B","turquoise"
"PPP1R12C","blue"
"PPP1R13B","blue"
"PPP1R13L","blue"
"PPP1R14B","blue"
"PPP1R14C","grey"
"PPP1R15A","blue"
"PPP1R15B","turquoise"
"PPP1R16A","blue"
"PPP1R16B","green"
"PPP1R18","grey"
"PPP1R1B","grey"
"PPP1R1C","grey"
"PPP1R2","turquoise"
"PPP1R21","turquoise"
"PPP1R26","blue"
"PPP1R35","blue"
"PPP1R36","grey"
"PPP1R37","blue"
"PPP1R3B","grey"
"PPP1R3C","red"
"PPP1R3D","turquoise"
"PPP1R3E","turquoise"
"PPP1R3F","blue"
"PPP1R3G","grey"
"PPP1R42","green"
"PPP1R7","turquoise"
"PPP1R8","turquoise"
"PPP1R9A","grey"
"PPP1R9B","blue"
"PPP2CA","turquoise"
"PPP2CB","turquoise"
"PPP2R1A","blue"
"PPP2R1B","turquoise"
"PPP2R2A","turquoise"
"PPP2R2B","grey"
"PPP2R2C","grey"
"PPP2R2D","turquoise"
"PPP2R3A","turquoise"
"PPP2R3B","black"
"PPP2R3C","turquoise"
"PPP2R5A","turquoise"
"PPP2R5B","blue"
"PPP2R5C","turquoise"
"PPP2R5D","turquoise"
"PPP2R5E","turquoise"
"PPP3CA","turquoise"
"PPP3CB","turquoise"
"PPP3CC","turquoise"
"PPP3R1","turquoise"
"PPP4C","blue"
"PPP4R1","turquoise"
"PPP4R2","turquoise"
"PPP4R4","grey"
"PPP5C","blue"
"PPP6C","turquoise"
"PPP6R1","blue"
"PPP6R2","blue"
"PPP6R3","turquoise"
"PPRC1","blue"
"PPT1","turquoise"
"PPT2","black"
"PPT2-EGFL8","grey"
"PPTC7","turquoise"
"PPWD1","turquoise"
"PQBP1","blue"
"PRADC1","blue"
"PRAF2","blue"
"PRAM1","yellow"
"PRB3","brown"
"PRC1","turquoise"
"PRCC","blue"
"PRCD","grey"
"PRCP","turquoise"
"PRDM1","grey"
"PRDM10","turquoise"
"PRDM11","turquoise"
"PRDM15","turquoise"
"PRDM16","blue"
"PRDM2","turquoise"
"PRDM4","turquoise"
"PRDM5","grey"
"PRDM6","grey"
"PRDM8","red"
"PRDX1","turquoise"
"PRDX2","blue"
"PRDX3","turquoise"
"PRDX4","turquoise"
"PRDX5","blue"
"PRDX6","turquoise"
"PREB","blue"
"PRELID1","blue"
"PRELID2","turquoise"
"PREP","turquoise"
"PREPL","turquoise"
"PREX1","blue"
"PRH1","grey"
"PRH1-PRR4","grey"
"PRH2","grey"
"PRICKLE1","turquoise"
"PRICKLE2","turquoise"
"PRICKLE3","blue"
"PRICKLE4","yellow"
"PRIM1","turquoise"
"PRIM2","turquoise"
"PRIMA1","yellow"
"PRIMPOL","turquoise"
"PRKAA1","turquoise"
"PRKAA2","grey"
"PRKAB1","turquoise"
"PRKAB2","turquoise"
"PRKACA","blue"
"PRKACB","turquoise"
"PRKAG1","turquoise"
"PRKAG2","turquoise"
"PRKAR1A","turquoise"
"PRKAR1B","blue"
"PRKAR2A","turquoise"
"PRKAR2B","grey"
"PRKCA","turquoise"
"PRKCB","yellow"
"PRKCD","blue"
"PRKCE","turquoise"
"PRKCG","blue"
"PRKCH","turquoise"
"PRKCI","turquoise"
"PRKCQ","grey"
"PRKCSH","blue"
"PRKCZ","blue"
"PRKD1","grey"
"PRKD2","blue"
"PRKD3","turquoise"
"PRKDC","turquoise"
"PRKG1","grey"
"PRKG2","grey"
"PRKRA","turquoise"
"PRKRIP1","blue"
"PRKX","turquoise"
"PRMT1","blue"
"PRMT2","turquoise"
"PRMT3","turquoise"
"PRMT5","turquoise"
"PRMT6","turquoise"
"PRMT7","blue"
"PRMT8","yellow"
"PRMT9","turquoise"
"PRNP","turquoise"
"PROB1","blue"
"PROC","yellow"
"PROCA1","blue"
"PROCR","grey"
"PRODH","blue"
"PROM1","grey"
"PROM2","grey"
"PROS1","turquoise"
"PROSER1","turquoise"
"PROSER2","grey"
"PROSER3","blue"
"PROX1","grey"
"PROX2","grey"
"PRPF18","turquoise"
"PRPF19","blue"
"PRPF3","turquoise"
"PRPF31","blue"
"PRPF38A","turquoise"
"PRPF38B","turquoise"
"PRPF39","turquoise"
"PRPF4","turquoise"
"PRPF40A","turquoise"
"PRPF40B","blue"
"PRPF6","blue"
"PRPF8","turquoise"
"PRPH","grey"
"PRPH2","grey"
"PRPS1","turquoise"
"PRPS2","turquoise"
"PRPSAP1","turquoise"
"PRPSAP2","turquoise"
"PRR11","turquoise"
"PRR12","blue"
"PRR13","turquoise"
"PRR14","blue"
"PRR14L","turquoise"
"PRR15","grey"
"PRR15L","yellow"
"PRR18","grey"
"PRR19","blue"
"PRR22","blue"
"PRR29","blue"
"PRR3","black"
"PRR32","brown"
"PRR4","grey"
"PRR5","blue"
"PRR5-ARHGAP8","brown"
"PRR5L","grey"
"PRR7","blue"
"PRRC1","turquoise"
"PRRC2A","blue"
"PRRC2C","turquoise"
"PRRG1","turquoise"
"PRRG2","blue"
"PRRG4","grey"
"PRRT1","yellow"
"PRRT2","blue"
"PRRT3","blue"
"PRRX2","brown"
"PRSS12","grey"
"PRSS16","grey"
"PRSS21","brown"
"PRSS22","grey"
"PRSS23","grey"
"PRSS27","blue"
"PRSS3","grey"
"PRSS35","grey"
"PRSS36","blue"
"PRSS53","blue"
"PRSS54","brown"
"PRSS8","blue"
"PRTFDC1","turquoise"
"PRUNE2","grey"
"PRX","blue"
"PSAP","blue"
"PSAPL1","brown"
"PSAT1","turquoise"
"PSCA","blue"
"PSD","blue"
"PSD3","turquoise"
"PSD4","blue"
"PSEN1","turquoise"
"PSEN2","blue"
"PSENEN","blue"
"PSG4","yellow"
"PSIP1","turquoise"
"PSKH1","blue"
"PSMA1","turquoise"
"PSMA2","turquoise"
"PSMA3","turquoise"
"PSMA4","turquoise"
"PSMA5","turquoise"
"PSMA6","turquoise"
"PSMA7","turquoise"
"PSMB1","turquoise"
"PSMB10","blue"
"PSMB2","turquoise"
"PSMB3","blue"
"PSMB4","turquoise"
